PARID,BOROCODE,BLOCK,LOT,TAXYEAR,STREET NUMBER,STREET NAME,Postcode,BLDG_CLASS,TAXCLASS,OWNER_NAME,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
1004911493,1,491,1493,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911494,1,491,1494,2021,246,SPRING STREET,10013,RH,4,FAMEXNY LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911495,1,491,1495,2021,246,SPRING STREET,10013,RH,4,SOHO 3411 LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911496,1,491,1496,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911497,1,491,1497,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911498,1,491,1498,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911499,1,491,1499,2021,246,SPRING STREET,10013,RH,4,ANATOMY HOLDINGS LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911500,1,491,1500,2021,246,SPRING STREET,10013,RH,4,"MAYART I NY, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911501,1,491,1501,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911502,1,491,1502,2021,246,SPRING STREET,10013,RH,4,"MAYART, I, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911503,1,491,1503,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911504,1,491,1504,2021,246,SPRING STREET,10013,RH,4,"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911505,1,491,1505,2021,246,SPRING STREET,10013,RH,4,ALPHA PARTICLE HOLDINGS LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911506,1,491,1506,2021,246,SPRING STREET,10013,RH,4,SOHO 3510 LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911507,1,491,1507,2021,246,SPRING STREET,10013,RH,4,"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911508,1,491,1508,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911509,1,491,1509,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911510,1,491,1510,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911511,1,491,1511,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911512,1,491,1512,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911513,1,491,1513,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911514,1,491,1514,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911515,1,491,1515,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911516,1,491,1516,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911517,1,491,1517,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911518,1,491,1518,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911519,1,491,1519,2021,246,SPRING STREET,10013,RH,4,"COLARIZI, SIMONA",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911520,1,491,1520,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911521,1,491,1521,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911522,1,491,1522,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911523,1,491,1523,2021,246,SPRING STREET,10013,RH,4,"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911524,1,491,1524,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911525,1,491,1525,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911526,1,491,1526,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911527,1,491,1527,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911528,1,491,1528,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911529,1,491,1529,2021,246,SPRING STREET,10013,RH,4,AGEA LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911530,1,491,1530,2021,246,SPRING STREET,10013,RH,4,SOHO 2304 CORP.,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911531,1,491,1531,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911532,1,491,1532,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911533,1,491,1533,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911534,1,491,1534,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911535,1,491,1535,2021,246,SPRING STREET,10013,RH,4,MURCIELAGO ROCK LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911536,1,491,1536,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911537,1,491,1537,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911538,1,491,1538,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911539,1,491,1539,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911540,1,491,1540,2021,246,SPRING STREET,10013,RH,4,"ASHLEY SOHO, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911541,1,491,1541,2021,246,SPRING STREET,10013,RH,4,"ASHLEY SOHO, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911542,1,491,1542,2021,246,SPRING STREET,10013,RH,4,SOHO 38 LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911543,1,491,1543,2021,246,SPRING STREET,10013,RH,4,"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911544,1,491,1544,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911545,1,491,1545,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911546,1,491,1546,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911547,1,491,1547,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911548,1,491,1548,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911549,1,491,1549,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911550,1,491,1550,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911551,1,491,1551,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911552,1,491,1552,2021,246,SPRING STREET,10013,RH,4,SOHO 3908 LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911553,1,491,1553,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911554,1,491,1554,2021,246,SPRING STREET,10013,RH,4,SOHO 3910 LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911555,1,491,1555,2021,246,SPRING STREET,10013,RH,4,"246 SPRING STREET NY, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911556,1,491,1556,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911557,1,491,1557,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911558,1,491,1558,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911559,1,491,1559,2021,246,SPRING STREET,10013,RH,4,M K ENTERPRISES LP,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911560,1,491,1560,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911561,1,491,1561,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911562,1,491,1562,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911563,1,491,1563,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911564,1,491,1564,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911565,1,491,1565,2021,246,SPRING STREET,10013,RH,4,"DOLINA PROPERTIES, INC.",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911566,1,491,1566,2021,246,SPRING STREET,10013,RH,4,"CHAMPION HERITAGE OF NEW YORK, INC.",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911567,1,491,1567,2021,246,SPRING STREET,10013,RH,4,"ASTUTE PRECISION OF NEW YORK, INC,",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911568,1,491,1568,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911569,1,491,1569,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911570,1,491,1570,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911571,1,491,1571,2021,246,SPRING STREET,10013,RH,4,"SS SOHO 4103, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911572,1,491,1572,2021,246,SPRING STREET,10013,RH,4,"SS SOHO 4104, LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911573,1,491,1573,2021,246,SPRING STREET,10013,RH,4,TS 4105 LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911574,1,491,1574,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911575,1,491,1575,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911576,1,491,1576,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911577,1,491,1577,2021,246,SPRING STREET,10013,RH,4,"SORANINVEST, INC.",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911578,1,491,1578,2021,246,SPRING STREET,10013,RH,4,CET EJENDOMME APS,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911579,1,491,1579,2021,246,SPRING STREET,10013,RH,4,"SS SOHO 4111,LLC",MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911580,1,491,1580,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911581,1,491,1581,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911582,1,491,1582,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911583,1,491,1583,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911584,1,491,1584,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911585,1,491,1585,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911586,1,491,1586,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911587,1,491,1587,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911588,1,491,1588,2021,246,SPRING STREET,10013,RH,4,UNIT 4303 SOHO LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911589,1,491,1589,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911590,1,491,1590,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004911591,1,491,1591,2021,246,SPRING STREET,10013,RH,4,BAYROCK/SAPIR ORGANIZATION LLC,MANHATTAN,40.725616,-74.005253,102,3,37,1088431,1004917503,SoHo-TriBeCa-Civic Center-Little Italy
1004920025,1,492,25,2021,218,BOWERY,10012,HH,4,"BOWERY DREAM, LLC",MANHATTAN,40.721891,-73.993445,102,1,43,1007398,1004920025,SoHo-TriBeCa-Civic Center-Little Italy
1004960001,1,496,1,2021,79,CROSBY STREET,10012,HB,4,79 CROSBY STREET LLC,MANHATTAN,40.722954,-73.99772,102,1,43,1088952,1004960001,SoHo-TriBeCa-Civic Center-Little Italy
1005130035,1,513,35,2021,93,PRINCE STREET,10012,HB,4,MERCER I LLC (THE),MANHATTAN,40.724697,-73.998694,102,1,49,1007983,1005130035,SoHo-TriBeCa-Civic Center-Little Italy
1005300036,1,530,36,2021,338,BOWERY,10012,HH,4,METRO SIXTEEN HOTEL I LLC,MANHATTAN,40.726022,-73.99194,102,1,5502,1008488,1005300036,West Village
1005320008,1,532,8,2021,246,MERCER STREET,10012,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.728281,-73.995501,102,1,5501,1066869,1005320008,West Village
1005330001,1,533,1,2021,1,WASHINGTON SQ VLLGE,10012,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.729113,-73.997507,102,1,5501,1077833,1005330001,West Village
1005400014,1,540,14,2021,130,MAC DOUGAL STREET,10012,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.730236,-74.000274,102,1,65,1087045,1005400014,West Village
1005460001,1,546,1,2021,79,WASHINGTON SQUARE E,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.729744,-73.996399,102,1,59,1076069,1005460001,West Village
1005460015,1,546,15,2021,14,WASHINGTON PLACE,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.729651,-73.995068,102,1,59,1008812,1005460015,West Village
1005480004,1,548,4,2021,5,UNIVERSITY PLACE,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.730925,-73.995364,102,1,59,1080105,1005480004,West Village
1005500013,1,550,13,2021,1 1/2,5 AVENUE,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.731913,-73.996587,102,1,59,,,West Village
1005500024,1,550,24,2021,6,EAST 8 STREET,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.732083,-73.995966,102,1,59,1008848,1005500024,West Village
1005500027,1,550,27,2021,12,EAST 8 STREET,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.731984,-73.995732,102,1,59,1077900,1005500027,West Village
1005500029,1,550,29,2021,16,EAST 8 STREET,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.731918,-73.995576,102,1,59,1077902,1005500029,West Village
1005500030,1,550,30,2021,18,EAST 8 STREET,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.731885,-73.995497,102,1,59,1083507,1005500030,West Village
1005500032,1,550,32,2021,22,EAST 8 STREET,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.731819,-73.995342,102,1,59,1077877,1005500032,West Village
1005520024,1,552,24,2021,35,WASHINGTON SQUARE W,10011,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.731408,-73.999307,102,1,65,1008876,1005520024,West Village
1005520026,1,552,26,2021,37,WASHINGTON SQUARE W,10011,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.73127,-73.999423,102,1,65,1008877,1005520026,West Village
1005520060,1,552,60,2021,29,WASHINGTON SQUARE W,10011,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.731822,-73.998957,102,1,65,1008892,1005520060,West Village
1005531202,1,553,1202,2021,103,WAVERLY PLACE,10011,RH,4,UNAVAILABLE OWNER,MANHATTAN,40.73236,-73.998889,102,1,63,1080117,1005537501,West Village
1005560016,1,556,16,2021,112,EAST 11 STREET,10003,H2,4,UD-DEV ASSOCIATES LLC,MANHATTAN,40.73183,-73.989836,103,2,42,1090241,1005560016,East Village
1005560048,1,556,48,2021,120,EAST 12 STREET,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.732491,-73.989428,103,2,42,1087924,1005560048,East Village
1005580037,1,558,37,2021,131,EAST 12 STREET,10003,H8,4,NEW SCHOOL SOCIAL RSRCH,MANHATTAN,40.732475,-73.989345,103,2,42,1076070,1005580037,East Village
1005590012,1,559,12,2021,106,EAST 14 STREET,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.734122,-73.989179,103,2,42,1009072,1005590012,East Village
1005590022,1,559,22,2021,126,EAST 14 STREET,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.733801,-73.988407,103,2,42,1000000,1005590022,East Village
1005620030,1,562,30,2021,787,BROADWAY,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.731847,-73.991441,102,2,61,1009112,1005620030,West Village
1005640045,1,564,45,2021,132,4 AVENUE,10003,H1,4,"HHLP UNION SQUARE ASSOCIATES, LLC",MANHATTAN,40.733233,-73.989944,102,2,61,1009211,1005640045,West Village
1005680001,1,568,1,2021,35,5 AVENUE,10003,H8,4,NEW YORK UNIVERSITY,MANHATTAN,40.733521,-73.995414,102,2,61,1009250,1005680001,West Village
1005710001,1,571,1,2021,2,EAST 14 STREET,10003,H8,4,THE NEW SCHOOL,MANHATTAN,40.735879,-73.993335,102,2,61,1088879,1005710001,West Village
1005720045,1,572,45,2021,3,WEST 8 STREET,10011,HB,4,VILLAGE HOTEL LLC,MANHATTAN,40.732396,-73.99667,102,3,63,1009433,1005720045,West Village
