PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
Ryan McLaren,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Parveez Rasool,Indian,All-Rounder,5000000,UNSOLD,NONE,2018
Shabbir Rahaman,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Vernon Philander,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Mandeep Hardev Singh,Indian,Batsman,5000000,UNSOLD,NONE,2018
Abul Raju,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Paul Stirling,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Malcolm Waller,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Gulbadin Naib,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Ish Sodhi,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Duanne Olivier,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Dilshan Munaweera,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Michael Beer,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Thisara Perera,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Anton Devcich,Overseas,Batsman,5000000,UNSOLD,NONE,2018
Seekkuge Prasanna,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Ashton Agar,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Sachithra Senanayaka,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Upul Tharanga,Overseas,Batsman,5000000,UNSOLD,NONE,2018
Glenn Phillips,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Denesh Ramdin,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Dawlat Zadran,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Rahmat Shah Zarmatai,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Aaron Phangiso,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Dwaine Pretorius,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Niroshan Dickwella,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Beuran Hendricks,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Lakshan Sandakan,Overseas,Bowler,5000000,UNSOLD,NONE,2018
David Wiese,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Kusal Janith Perera,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Aravind Sreenath,Indian,Bowler,5000000,UNSOLD,NONE,2018
Joe Burns,Overseas,Batsman,5000000,UNSOLD,NONE,2018
Asela Gunarathna,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Dhananjaya Silva,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Andile Phehlukwayo,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Nicolas Pooran,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Jonathan Carter,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Rovman Powell,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Sean Abbott,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Ben Wheeler,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Kesrick Williams,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Irfan Pathan,Indian,All-Rounder,5000000,UNSOLD,NONE,2018
Ashoke Dinda,Indian,Bowler,5000000,UNSOLD,NONE,2018
Praveen Kumar,Indian,Bowler,5000000,UNSOLD,NONE,2018
Alex Carey,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Chadwick Walton,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Pragyan Ojha,Indian,Bowler,5000000,UNSOLD,NONE,2018
Jhye Richardson,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Rahul Sharma,Indian,Bowler,5000000,UNSOLD,NONE,2018
Joel Paris,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Marlon Samuels,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Andre Fletcher,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Tamim Khan,Overseas,Batsman,5000000,UNSOLD,NONE,2018
Aiden Markram,Overseas,Batsman,5000000,UNSOLD,NONE,2018
Hilton Cartwright,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Varun Aaron,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Parvinder Awana,Indian,Bowler,5000000,UNSOLD,NONE,2018
Dasun Shanka,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Munaf Patel,Indian,Bowler,5000000,UNSOLD,NONE,2018
Tom Latham,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
M Shahzad Mohammadi,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Scott Boland,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Shafiqullah Shafaq,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2018
Shannon Gabriel,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Dawid Malan,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Faiz Fazal,Indian,Batsman,5000000,UNSOLD,NONE,2018
Keshav Maharaj,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Farhaan Behardien,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Abhinav Mukund,Overseas,Batsman,5000000,UNSOLD,NONE,2018
Venugopal Rao,Indian,Batsman,5000000,UNSOLD,NONE,2018
Dane Paterson,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Ben Hilfenhaus,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Seth Rance,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Fawad Ahmed,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Tabrez Shamsi,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Jon-Jon Trevor Smuts,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Ashley Nurse,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Scott Kuggeleijn,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Dean Elgar,Overseas,Batsman,5000000,UNSOLD,NONE,2018
Robbie Frylinck,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Wiaan Mulder,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Neil Wagner,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Shapoor Zadran,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Vaughn Van Jaarsveld,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Abhimanyu Mithun,Indian,Bowler,5000000,UNSOLD,NONE,2018
Rayad Emrit,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Mohammad Mahmudullah,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Najibullah Zadran,Overseas,Batsman,5000000,UNSOLD,NONE,2018
Sheldon Cottrell,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Matt Henry,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Nuwan Kulasekara,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Suranga Lakmal,Overseas,Bowler,5000000,UNSOLD,NONE,2018
Manpreet Gony,Indian,Bowler,5000000,UNSOLD,NONE,2018
Isuru Udana,Overseas,All-Rounder,5000000,UNSOLD,NONE,2018
Pankaj Singh,Indian,Bowler,5000000,UNSOLD,NONE,2018
Sudeep Tyagi,Indian,Bowler,5000000,UNSOLD,NONE,2018
Thomas Helm,Overseas,Bowler,4000000,UNSOLD,NONE,2018
Rajat Bhatia,Indian,All-Rounder,4000000,UNSOLD,NONE,2018
Kevon Cooper,Overseas,All-Rounder,4000000,UNSOLD,NONE,2018
Mitchell Swepson,Overseas,Bowler,4000000,UNSOLD,NONE,2018
Tom Cooper,Overseas,Batsman,4000000,UNSOLD,NONE,2018
Eklavya Dwivedi,Indian,Wicket Keeper,4000000,UNSOLD,NONE,2018
Michael Neser,Overseas,All-Rounder,4000000,UNSOLD,NONE,2018
Iqbal Abdullah,Indian,Bowler,3000000,UNSOLD,NONE,2018
Christiaan Jonker,Overseas,Batsman,3000000,UNSOLD,NONE,2018
Ben McDermott,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2018
Roshon Primus,Overseas,All-Rounder,3000000,UNSOLD,NONE,2018
Gurvinder Singh,Indian,Bowler,3000000,UNSOLD,NONE,2018
Vishnu Solanki,Indian,Batsman,3000000,UNSOLD,NONE,2018
Alex Ross,Overseas,Batsman,3000000,UNSOLD,NONE,2018
Daniel Hughes,Overseas,Batsman,3000000,UNSOLD,NONE,2018
Ishwar Chandra Pandey,Indian,Bowler,2500000,UNSOLD,NONE,2018
Manprit Juneja,Indian,Batsman,2000000,UNSOLD,NONE,2018
Vyshak Vijay Kumar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Junior Dala,Overseas,Bowler,2000000,UNSOLD,NONE,2018
Jaydev Shah,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Karan Thakur,Indian,Bowler,2000000,UNSOLD,NONE,2018
Mayank Siddana,Indian,Batsman,2000000,UNSOLD,NONE,2018
Anurag Verma,Indian,Bowler,2000000,UNSOLD,NONE,2018
Shashank Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Lizaad Williams,Overseas,Bowler,2000000,UNSOLD,NONE,2018
Ankush Bains,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Tanveer Ulhaq,Indian,Bowler,2000000,UNSOLD,NONE,2018
Kushang Patel,Indian,Bowler,2000000,UNSOLD,NONE,2018
Armaan Jaffer,Indian,Batsman,2000000,UNSOLD,NONE,2018
Aman Khan,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Diwesh Pathania,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Shamss Mulani,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
C.M. Gautam,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Shelly Shaurya,Indian,Bowler,2000000,UNSOLD,NONE,2018
A. Aswin Crist,Indian,Bowler,2000000,UNSOLD,NONE,2018
Salman Nizar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Aaron Summers,Overseas,Bowler,2000000,UNSOLD,NONE,2018
Royston Dias,Overseas,Bowler,2000000,UNSOLD,NONE,2018
Dafedar Khizar Anwar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Kartik Tyagi,Indian,Bowler,2000000,UNSOLD,NONE,2018
Shubham Ranjane,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Sidhant Dobal,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Vinod Kumar C.V.,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Thomas Kaber,Overseas,All-Rounder,2000000,UNSOLD,NONE,2018
Tejas Singh Baroka,Indian,Bowler,2000000,UNSOLD,NONE,2018
Akhil Arvind Herwadkar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Shamar Springer,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Ashok Menaria,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Jack Wildermuth,Overseas,All-Rounder,2000000,UNSOLD,NONE,2018
Odean Smith,Overseas,All-Rounder,2000000,UNSOLD,NONE,2018
Yogesh Nagar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Milind Kumar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Shubham Agrawal,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Yomahesh Kumar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Abu Nechim Ahmed,Indian,Bowler,2000000,UNSOLD,NONE,2018
Vivek Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Mohammed Bilal,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Arun Chaprana,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Rajat Paliwal,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Abhimanyu Rana,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Rahul Shukla,Indian,Bowler,2000000,UNSOLD,NONE,2018
Sarang Rawat,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Bhargav Bhatt,Indian,Bowler,2000000,UNSOLD,NONE,2018
Fabid Farook Ahmed,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Arjun Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Akash Sudan,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Shadab Jakati,Indian,Bowler,2000000,UNSOLD,NONE,2018
Shivam Chauhan,Indian,Batsman,2000000,UNSOLD,NONE,2018
Sandeep Bavanaka,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Sarabjit Ladda,Indian,Bowler,2000000,UNSOLD,NONE,2018
Karan Kaila,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Gaurav Gambir,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Ankit Kaushik,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Patrick Kruger,Overseas,All-Rounder,2000000,UNSOLD,NONE,2018
Sohraab Dhaliwal,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Aditya Sarvate,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Amish Sidhu,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Shadley Van Schalkwyk,Overseas,All-Rounder,2000000,UNSOLD,NONE,2018
Pravin Tambe,Indian,Bowler,2000000,UNSOLD,NONE,2018
Vignesh Moorthy,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Arjun Nair,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Ankeet Bawane,Indian,Batsman,2000000,UNSOLD,NONE,2018
Nikhil Shankar Naik,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Smit Patel,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Ajit Chahal,Indian,Bowler,2000000,UNSOLD,NONE,2018
K.B Arun Karthik,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Deepak Chaudhary,Indian,Bowler,2000000,UNSOLD,NONE,2018
Pradeep Dadhe,Indian,Bowler,2000000,UNSOLD,NONE,2018
Domnic Joseph Muthuswamy,Indian,Bowler,2000000,UNSOLD,NONE,2018
Babasafi Pathan,Indian,Bowler,2000000,UNSOLD,NONE,2018
Shivam Dubey,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Hanuma Vihari,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Puneet Datey,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Pradeep Thippeswamy,Indian,Bowler,2000000,UNSOLD,NONE,2018
Kuldip Yadav,Indian,Bowler,2000000,UNSOLD,NONE,2018
Kona Srikar Bharat,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Ninad Rathva,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
K.C. Cariappa,Indian,Bowler,2000000,UNSOLD,NONE,2018
Siddhant Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Mihir Hirwani,Indian,Bowler,2000000,UNSOLD,NONE,2018
Mrinank Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Akshay Wakhare,Indian,Bowler,2000000,UNSOLD,NONE,2018
Manjeetkumar Chaudhary,Indian,Bowler,2000000,UNSOLD,NONE,2018
Mahesh Rawat,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Gitansh Khera,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Manan Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Chintan Gaja,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Utkarsh Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Amit Mishra,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Jitesh Sharma,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Jalaj Saxena,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Lukman Iqbal Meriwala,Indian,Bowler,2000000,UNSOLD,NONE,2018
Vishnu Vinod,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Vikas Tokas,Indian,Bowler,2000000,UNSOLD,NONE,2018
Yuvraj Chudasama,Indian,Bowler,2000000,UNSOLD,NONE,2018
Shreekant Wagh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Ronit More,Indian,Bowler,2000000,UNSOLD,NONE,2018
Sumit Ruikar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Veer Pratap Singh,Indian,Bowler,2000000,UNSOLD,NONE,2018
Ashish Reddy,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Virat Singh,Indian,Batsman,2000000,UNSOLD,NONE,2018
Varun Khanna,Indian,Bowler,2000000,UNSOLD,NONE,2018
Kuldeep Hooda,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Shaurya Sanandia,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Pawan Suyal,Indian,Bowler,2000000,UNSOLD,NONE,2018
Vaibhav Rawal,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Sandeep Warrier,Indian,Bowler,2000000,UNSOLD,NONE,2018
J Suchith,Indian,Bowler,2000000,UNSOLD,NONE,2018
Ashish Hooda,Indian,Bowler,2000000,UNSOLD,NONE,2018
Pankaj Jaswal,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Anustup Majumdar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
R. Sai Kishore,Indian,Bowler,2000000,UNSOLD,NONE,2018
Rahil S Shah,Indian,Bowler,2000000,UNSOLD,NONE,2018
Harmeet Singh,Indian,Bowler,2000000,UNSOLD,NONE,2018
Marcus Harris,Overseas,Batsman,2000000,UNSOLD,NONE,2018
Rassie Van der Dussen,Overseas,Batsman,2000000,UNSOLD,NONE,2018
Rajesh Bishnoi Sr,Indian,Batsman,2000000,UNSOLD,NONE,2018
Paras Dogra,Indian,Batsman,2000000,UNSOLD,NONE,2018
Sheldon Jackson,Overseas,Wicket Keeper,2000000,UNSOLD,NONE,2018
Swapnil Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Ishwar Chaudhary,Indian,Bowler,2000000,UNSOLD,NONE,2018
D.B Ravi Teja,Indian,Batsman,2000000,UNSOLD,NONE,2018
Paul Valthaty,Indian,Batsman,2000000,UNSOLD,NONE,2018
Kedar Devdhar,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Himmat Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Amandeep Khare,Indian,Batsman,2000000,UNSOLD,NONE,2018
Writtick Chatterjee,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Chris Green,Overseas,All-Rounder,2000000,UNSOLD,NONE,2018
Ryan Ninan,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Rohan Prem,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Puneed Datey,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Parikshit Valsangkar,Indian,Bowler,2000000,UNSOLD,NONE,2018
R. Sanjay Yadav,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Imtiaz Ahmed,Overseas,All-Rounder,2000000,UNSOLD,NONE,2018
Atit Sheth,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Ankit Lamba,Indian,Batsman,2000000,UNSOLD,NONE,2018
Amit Mishra,Indian,Bowler,2000000,UNSOLD,NONE,2018
Sarthak Ranjan,Indian,Batsman,2000000,UNSOLD,NONE,2018
Cheepurupalli Stephen,Indian,Bowler,2000000,UNSOLD,NONE,2018
Dinesh Salunkhe,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Shivam Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Priyank Panchal,Indian,Batsman,2000000,UNSOLD,NONE,2018
Rajwinder Singh,Indian,Bowler,2000000,UNSOLD,NONE,2018
Shubek Gill,Indian,Bowler,2000000,UNSOLD,NONE,2018
Pratham Singh,Indian,Batsman,2000000,UNSOLD,NONE,2018
Indrajith Baba,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Anmolpreet Singh,Indian,Batsman,2000000,UNSOLD,NONE,2018
Sagar Trivedi,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Vinay Choudhary,Indian,Bowler,2000000,UNSOLD,NONE,2018
Anuj Rawat,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Amit Verma,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Ruturaj Gaikwad,Indian,Batsman,2000000,UNSOLD,NONE,2018
Akash Parkar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Shubham Singh Rohilla,Indian,Batsman,2000000,UNSOLD,NONE,2018
Ankit Soni,Indian,Bowler,2000000,UNSOLD,NONE,2018
Lalit Yadav,Indian,Bowler,2000000,UNSOLD,NONE,2018
Harvik Desai,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Anmol Malhotra,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Dhruv Raval,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Rohith Ravikumar,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Mohammad Nazim Siddiqui,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Chama Milind,Indian,Bowler,2000000,UNSOLD,NONE,2018
Mayank Sidhu,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Umar Nazir Mir,Indian,Bowler,2000000,UNSOLD,NONE,2018
Sandeep Kumar Tomar,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Yarra Raj,Indian,Bowler,2000000,UNSOLD,NONE,2018
Oshane Thomas,Overseas,Bowler,2000000,UNSOLD,NONE,2018
Athisayaraj V,Indian,Bowler,2000000,UNSOLD,NONE,2018
Akash Bhandari,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Zeeshan Ansari,Indian,Bowler,2000000,UNSOLD,NONE,2018
Siddharth Desai,Indian,Bowler,2000000,UNSOLD,NONE,2018
Jiyas K,Indian,Bowler,2000000,UNSOLD,NONE,2018
Pratyush Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Alexandar Rama Doss,Indian,Bowler,2000000,UNSOLD,NONE,2018
Himanshu Rana,Indian,Batsman,2000000,UNSOLD,NONE,2018
Akshath Reddy,Indian,Batsman,2000000,UNSOLD,NONE,2018
R Samarth,Indian,Batsman,2000000,UNSOLD,NONE,2018
Nathu Singh,Indian,Bowler,2000000,UNSOLD,NONE,2018
Shivil Kaushik,Indian,Bowler,2000000,UNSOLD,NONE,2018
Mohammed Asaduddin,Indian,Batsman,2000000,UNSOLD,NONE,2018
Abhinav Manohar,Indian,Batsman,2000000,UNSOLD,NONE,2018
Rohan Marwaha,Indian,Batsman,2000000,UNSOLD,NONE,2018
Saurabh Kumar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Rajat Patidar,Indian,Batsman,2000000,UNSOLD,NONE,2018
Praveen Dubey,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Yash Sehrawat,Indian,Batsman,2000000,UNSOLD,NONE,2018
Kunal Chandela,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Aamir Gani,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Pulkit Narang,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Riyan Parag,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Baltej Dhanda,Indian,Bowler,2000000,UNSOLD,NONE,2018
Karanveer Singh,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Armaan Jain,Indian,Bowler,2000000,UNSOLD,NONE,2018
Sumeet Verma,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Mukesh Kumar Singh,Indian,Bowler,2000000,UNSOLD,NONE,2018
Arshdeep Singh,Indian,Bowler,2000000,UNSOLD,NONE,2018
Cameron Gannon,Overseas,All-Rounder,2000000,UNSOLD,NONE,2018
Sadiq Hassan Kirmani,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Ravi Chauhan,Indian,Batsman,2000000,UNSOLD,NONE,2018
Jaskaranvir Singh Sohi,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Samit Gohil,Indian,Batsman,2000000,UNSOLD,NONE,2018
Akshay Karnewar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Rishi Arothe,Indian,Bowler,2000000,UNSOLD,NONE,2018
Ramandeep Singh,Indian,Batsman,2000000,UNSOLD,NONE,2018
Abhijeet Tomar,Indian,Batsman,2000000,UNSOLD,NONE,2018
Jiwanjot Singh Chauhan,Indian,Batsman,2000000,UNSOLD,NONE,2018
Abhimanyu Easwaran,Indian,Batsman,2000000,UNSOLD,NONE,2018
Abhishek Gupta,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Chirag Gandhi,Indian,Batsman,2000000,UNSOLD,NONE,2018
Hamza Tariq,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Rahul Yadav,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2018
Kyle Mayers,Overseas,Wicket Keeper,2000000,UNSOLD,NONE,2018
Govinda Poddar,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Ravi Kiran Majeti,Indian,Bowler,2000000,UNSOLD,NONE,2018
Ishan Porel,Indian,Bowler,2000000,UNSOLD,NONE,2018
Rajesh Sharma,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Aditya Thakare,Indian,Bowler,2000000,UNSOLD,NONE,2018
Subodh Bhati,Indian,Bowler,2000000,UNSOLD,NONE,2018
Mohan Prasath,Indian,Bowler,2000000,UNSOLD,NONE,2018
Antony Dhas,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Abhishek Sakuja,Indian,Bowler,2000000,UNSOLD,NONE,2018
Javed Khan,Indian,Bowler,2000000,UNSOLD,NONE,2018
Ashok Sandhu,Indian,Bowler,2000000,UNSOLD,NONE,2018
Kishore Pramod Kamath,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Tushar Deshpande,Indian,Bowler,2000000,UNSOLD,NONE,2018
Jaskaran Singh,Indian,Bowler,2000000,UNSOLD,NONE,2018
Prasidh Krishna,Indian,Bowler,2000000,UNSOLD,NONE,2018
Nikhil Gangta,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Jay Gokul Bista,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Hiten Dalal,Indian,Batsman,2000000,UNSOLD,NONE,2018
Sumanth Bodapati,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Deepak Punia,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Baba Aparajith,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Unmukt Chand,Indian,Batsman,2000000,UNSOLD,NONE,2018
Milind Tandon,Indian,All-Rounder,2000000,UNSOLD,NONE,2018
Rajneesh Gurbani,Indian,Bowler,2000000,UNSOLD,NONE,2018
Kagiso Rabada,Overseas,Bowler,50000000,SOLD,Delhi Daredevils,2017
Patrick Cummins,Overseas,Bowler,45000000,SOLD,Delhi Daredevils,2017
Angelo Mathews,Overseas,All-Rounder,20000000,SOLD,Delhi Daredevils,2017
Corey Anderson,Overseas,All-Rounder,10000000,SOLD,Delhi Daredevils,2017
M. Ashwin,Indian,Bowler,10000000,SOLD,Delhi Daredevils,2017
Aditya Tare,Indian,Wicket Keeper,2500000,SOLD,Delhi Daredevils,2017
Ankeet Bawane,Indian,Batsman,1000000,SOLD,Delhi Daredevils,2017
Navdeep Saini,Indian,Bowler,1000000,SOLD,Delhi Daredevils,2017
Shashank Singh,Indian,All-Rounder,1000000,SOLD,Delhi Daredevils,2017
Jason Roy,Overseas,Batsman,10000000,SOLD,Gujarat Lions,2017
Basil Thampi,Indian,Bowler,8500000,SOLD,Gujarat Lions,2017
