PLAYER,NATIONALITY,TYPE,PRICE,SOLD/UNSOLD,TEAM,YEAR
Manpreet Gony,Indian,Bowler,6000000,SOLD,Gujarat Lions,2017
Nathu Singh,Indian,Bowler,5000000,SOLD,Gujarat Lions,2017
Munaf Patel,Indian,Bowler,3000000,SOLD,Gujarat Lions,2017
Akshdeep Nath,Indian,All-Rounder,1000000,SOLD,Gujarat Lions,2017
Shubam Agrawal,Indian,All-Rounder,1000000,SOLD,Gujarat Lions,2017
Tejas Singh Baroka,Indian,Bowler,1000000,SOLD,Gujarat Lions,2017
Chirag Suri,Indian,Batsman,1000000,SOLD,Gujarat Lions,2017
Pratham Singh,Indian,All-Rounder,1000000,SOLD,Gujarat Lions,2017
Shelley Shaurya,Indian,Bowler,1000000,SOLD,Gujarat Lions,2017
T Natarajan,Indian,Bowler,30000000,SOLD,Kings XI Punjab,2017
Varun Aaron,Overseas,Bowler,28000000,SOLD,Kings XI Punjab,2017
Eoin Morgan,Overseas,Batsman,20000000,SOLD,Kings XI Punjab,2017
Matt Henry,Overseas,Bowler,5000000,SOLD,Kings XI Punjab,2017
Martin Guptill,Overseas,Batsman,5000000,SOLD,Kings XI Punjab,2017
Darren Sammy,Overseas,All-Rounder,3000000,SOLD,Kings XI Punjab,2017
Rahul Tewatia,Indian,All-Rounder,2500000,SOLD,Kings XI Punjab,2017
Rinku Singh,Indian,Batsman,1000000,SOLD,Kings XI Punjab,2017
Trent Boult,Overseas,Bowler,50000000,SOLD,Kolkata Knight Riders,2017
Chris Woakes,Overseas,All-Rounder,42000000,SOLD,Kolkata Knight Riders,2017
Nathan Coulter-Nile,Overseas,Bowler,35000000,SOLD,Kolkata Knight Riders,2017
Rishi Dhawan,Indian,All-Rounder,5500000,SOLD,Kolkata Knight Riders,2017
Darren Bravo,Overseas,Batsman,5000000,SOLD,Kolkata Knight Riders,2017
Rovman Powell,Overseas,All-Rounder,3000000,SOLD,Kolkata Knight Riders,2017
Sayan Ghosh,Indian,Bowler,1000000,SOLD,Kolkata Knight Riders,2017
R. Sanjay Yadav,Indian,All-Rounder,1000000,SOLD,Kolkata Knight Riders,2017
Ishank Jaggi,Indian,Batsman,1000000,SOLD,Kolkata Knight Riders,2017
Karn Sharma,Indian,All-Rounder,32000000,SOLD,Mumbai Indians,2017
Krishnappa Gowtham,Indian,All-Rounder,20000000,SOLD,Mumbai Indians,2017
Mitchell Johnson,Overseas,Bowler,20000000,SOLD,Mumbai Indians,2017
Asela Gunarathna,Overseas,Batsman,3000000,SOLD,Mumbai Indians,2017
Saurabh Tiwary,Indian,Batsman,3000000,SOLD,Mumbai Indians,2017
Nicolas Pooran,Overseas,Wicket Keeper,3000000,SOLD,Mumbai Indians,2017
Kulwant Khejroliya,Indian,Bowler,1000000,SOLD,Mumbai Indians,2017
Benjamin Stokes,Overseas,All-Rounder,145000000,SOLD,Rising Pune Supergiant,2017
Daniel Christian,Overseas,All-Rounder,10000000,SOLD,Rising Pune Supergiant,2017
Manoj Tiwary,Indian,Batsman,5000000,SOLD,Rising Pune Supergiant,2017
Lockie Ferguson,Overseas,Bowler,5000000,SOLD,Rising Pune Supergiant,2017
Jaydev Unadkat,Indian,Bowler,3000000,SOLD,Rising Pune Supergiant,2017
Rahul Chahar,Indian,Bowler,1000000,SOLD,Rising Pune Supergiant,2017
Saurabh Kumar,Indian,Bowler,1000000,SOLD,Rising Pune Supergiant,2017
Milind Tandon,Indian,All-Rounder,1000000,SOLD,Rising Pune Supergiant,2017
Rahul Ajay Tripathi,Indian,All-Rounder,1000000,SOLD,Rising Pune Supergiant,2017
Tymal Mills,Overseas,Bowler,120000000,SOLD,Royal Challengers Bangalore,2017
Aniket Choudhary,Indian,Bowler,20000000,SOLD,Royal Challengers Bangalore,2017
Pawan Negi,Indian,All-Rounder,10000000,SOLD,Royal Challengers Bangalore,2017
Billy Stanlake,Overseas,Bowler,3000000,SOLD,Royal Challengers Bangalore,2017
Praveen Dubey,Indian,All-Rounder,1000000,SOLD,Royal Challengers Bangalore,2017
Rashid Khan Arman,Overseas,Bowler,40000000,SOLD,Sunrisers Hyderabad,2017
Mohammed Siraj,Indian,Bowler,26000000,SOLD,Sunrisers Hyderabad,2017
Eklavya Dwivedi,Indian,Wicket Keeper,7500000,SOLD,Sunrisers Hyderabad,2017
Chris Jordan,Overseas,All-Rounder,5000000,SOLD,Sunrisers Hyderabad,2017
Mohammad Nabi,Overseas,All-Rounder,3000000,SOLD,Sunrisers Hyderabad,2017
Ben Laughlin,Overseas,Bowler,3000000,SOLD,Sunrisers Hyderabad,2017
Pravin Tambe,Indian,Bowler,1000000,SOLD,Sunrisers Hyderabad,2017
Tanmay Agarwal,Indian,Batsman,1000000,SOLD,Sunrisers Hyderabad,2017
Ishant Sharma,Indian,Bowler,20000000,UNSOLD,NONE,2017
Jason Holder,Overseas,All-Rounder,15000000,UNSOLD,NONE,2017
Brad Haddin,Overseas,Wicket Keeper,15000000,UNSOLD,NONE,2017
Nathan Lyon,Overseas,Bowler,15000000,UNSOLD,NONE,2017
Jonny Bairstow,Overseas,Wicket Keeper,15000000,UNSOLD,NONE,2017
Kyle Abbott,Overseas,Bowler,15000000,UNSOLD,NONE,2017
Marlon Samuels,Overseas,Batsman,10000000,UNSOLD,NONE,2017
Alex Hales,Overseas,Batsman,10000000,UNSOLD,NONE,2017
Andile Phehlukwayo,Overseas,All-Rounder,10000000,UNSOLD,NONE,2017
Grant Elliott,Overseas,All-Rounder,10000000,UNSOLD,NONE,2017
Nic Maddinson,Overseas,Batsman,5000000,UNSOLD,NONE,2017
Michael Klinger,Overseas,Batsman,5000000,UNSOLD,NONE,2017
Cheteshwar Pujara,Indian,Batsman,5000000,UNSOLD,NONE,2017
Thisara Perera,Overseas,All-Rounder,5000000,UNSOLD,NONE,2017
Mohammad Shahzad,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2017
Kusal Janith Perera,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2017
Callum Ferguson,Overseas,Batsman,5000000,UNSOLD,NONE,2017
Muhammad Yasir Arafat,Overseas,All-Rounder,5000000,UNSOLD,NONE,2017
Farveez Maharoof,Overseas,All-Rounder,5000000,UNSOLD,NONE,2017
Ross Taylor,Overseas,Batsman,5000000,UNSOLD,NONE,2017
Irfan Pathan,Indian,All-Rounder,5000000,UNSOLD,NONE,2017
Colin Munro,Overseas,All-Rounder,5000000,UNSOLD,NONE,2017
Dinesh Chandimal,Overseas,Wicket Keeper,5000000,UNSOLD,NONE,2017
James Neesham,Overseas,All-Rounder,5000000,UNSOLD,NONE,2017
Wayne Parnell,Overseas,All-Rounder,5000000,UNSOLD,NONE,2017
Mitchell Santner,Overseas,All-Rounder,5000000,UNSOLD,NONE,2017
Jerome Taylor,Overseas,Bowler,5000000,UNSOLD,NONE,2017
Suranga Lakmal,Overseas,Bowler,5000000,UNSOLD,NONE,2017
Brad Hogg,Overseas,Bowler,5000000,UNSOLD,NONE,2017
Imran Tahir,Overseas,Bowler,5000000,UNSOLD,NONE,2017
Evin Lewis,Overseas,Batsman,5000000,UNSOLD,NONE,2017
Unmukt Chand,Indian,Batsman,3000000,UNSOLD,NONE,2017
Abhinav Mukund,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Tom Cooper,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Ben Dwarshuis,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Farhaan Behardien,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Dawlat Zadran,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Parveez Rasool,Indian,All-Rounder,3000000,UNSOLD,NONE,2017
David Wiese,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Ramesh Mendis,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Anamul Haque Bijoy,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2017
Niroshan Dickwella,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2017
P Malinda Pushpakumara,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Shane Dorwich,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2017
Neil Broom,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Tom Bruce,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Pankaj Singh,Indian,Bowler,3000000,UNSOLD,NONE,2017
Joe Burns,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Rudra Pratap Singh,Indian,Bowler,3000000,UNSOLD,NONE,2017
Theunis De Bruyn,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Fawad Ahmed,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Michael Beer,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Akila Dananjaya,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Sam Heazlett,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Anton Devcich,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Tamim Iqbal,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Rayad Emrit,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Kusal Mendis,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Jonathan Carter,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Colin De Grandhomme,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Johan Botha,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Faiz Fazal,Indian,Batsman,3000000,UNSOLD,NONE,2017
Dhananjaya Silva,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Jeevan Mendis,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Rahul Sharma,Indian,Bowler,3000000,UNSOLD,NONE,2017
Thikshila De Silva,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Nathan McCullum,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Seekkuge Prasanna,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Sean Abbott,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Mehedi Hasan Miraz,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Angelo Perera,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Shabbir Rahman Roman,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Dasun Shanka,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Dwaine Pretorius,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Mohammad Mahmudullah,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Jesse Ryder,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Abhishek Nayar,Indian,All-Rounder,3000000,UNSOLD,NONE,2017
Joginder Sharma,Indian,All-Rounder,3000000,UNSOLD,NONE,2017
Johnson Charles,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2017
Taskin Ahmed,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Ben Dunk,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2017
Andre Fletcher,Overseas,Wicket Keeper,3000000,UNSOLD,NONE,2017
Dushmantha Chameera,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Jack Wildermuth,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Sheldon Cottrell,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Alex Ross,Overseas,Batsman,3000000,UNSOLD,NONE,2017
Miguel Cummins,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Mitchell Swepson,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Krismar Santokie,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Parvinder Awana,Indian,Bowler,3000000,UNSOLD,NONE,2017
Ben Wheeler,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Shannon Gabriel,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Robbie Frylinck,Overseas,All-Rounder,3000000,UNSOLD,NONE,2017
Kesrick Williams,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Ben Hilfenhaus,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Lahiru Kumara,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Lungisani Ngidi,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Subramaniam Badrinath,Indian,Batsman,3000000,UNSOLD,NONE,2017
Pragyan Ojha,Indian,Bowler,3000000,UNSOLD,NONE,2017
Lakshan Sandakan,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Ish Sodhi,Overseas,Bowler,3000000,UNSOLD,NONE,2017
Ronsford Beaton,Overseas,Bowler,2000000,UNSOLD,NONE,2017
Mohamad Asghar Stanikzai,Overseas,Batsman,2000000,UNSOLD,NONE,2017
Manprit Juneja,Indian,Batsman,2000000,UNSOLD,NONE,2017
Chris Green,Overseas,All-Rounder,2000000,UNSOLD,NONE,2017
Shamar Springer,Indian,All-Rounder,2000000,UNSOLD,NONE,2017
Ashton Turner,Overseas,All-Rounder,2000000,UNSOLD,NONE,2017
Raymon Reifer,Overseas,All-Rounder,2000000,UNSOLD,NONE,2017
Rajagopal Sathish,Indian,All-Rounder,2000000,UNSOLD,NONE,2017
Harpreet Singh,Indian,Batsman,2000000,UNSOLD,NONE,2017
Jalaj Saxena,Indian,All-Rounder,2000000,UNSOLD,NONE,2017
Nitin Saini,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2017
Dishant Yagnik,Indian,Wicket Keeper,2000000,UNSOLD,NONE,2017
Rishi Arothe,Indian,Bowler,1000000,UNSOLD,NONE,2017
Shivam Chauhan,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Karan Kaila,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
N Jagadeesan,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Ankit Kaushik,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Ritwik Chowdhury,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Ben McDermott,Overseas,Wicket Keeper,1000000,UNSOLD,NONE,2017
Parth Kohli,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Umang Sharma,Indian,Batsman,1000000,UNSOLD,NONE,2017
Prithvi Shaw,Indian,Batsman,1000000,UNSOLD,NONE,2017
Dasari Swaroop Kumar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Glenn Phillips,Overseas,Wicket Keeper,1000000,UNSOLD,NONE,2017
Vishal Kushwah,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Nakul Sharma,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Kanishk Seth,Indian,Bowler,1000000,UNSOLD,NONE,2017
Jaskaranvir Singh Sohi,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Shivam Dubey,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Puneet Datey,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Vikas Tokas,Indian,Bowler,1000000,UNSOLD,NONE,2017
Akshay Chauhan,Indian,Bowler,1000000,UNSOLD,NONE,2017
Jamaluddin Syed Mohammad,Overseas,All-Rounder,1000000,UNSOLD,NONE,2017
Sandeep Warrier,Indian,Bowler,1000000,UNSOLD,NONE,2017
Tushar Deshpande,Indian,Bowler,1000000,UNSOLD,NONE,2017
Sumit Narwal,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Rush Kalaria,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Mahipal Lomror,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
K M Asif,Indian,Bowler,1000000,UNSOLD,NONE,2017
Bhargav Bhatt,Indian,Bowler,1000000,UNSOLD,NONE,2017
Priyank Panchal,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Manan Sharma,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Mohit Ahlawat,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Manvinder Bisla,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Prerak Mankad,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Shreevats Goswami,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Amit Mishra,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Ronit More,Indian,Bowler,1000000,UNSOLD,NONE,2017
Sanjay Pahal,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Kavish Panchal,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Vishnu Vinod,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Shivam Sharma,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Abu Nechim Ahmed,Indian,Bowler,1000000,UNSOLD,NONE,2017
Rajesh Bishnoi,Indian,Bowler,1000000,UNSOLD,NONE,2017
Babashafi Khan Pathan,Indian,Bowler,1000000,UNSOLD,NONE,2017
Rohan Prem,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Rahul Shukla,Indian,Bowler,1000000,UNSOLD,NONE,2017
Syed Mehdi Hasan,Indian,Bowler,1000000,UNSOLD,NONE,2017
Hanuma Vihari,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Sumit Ruikar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Ajay Ahlawat,Indian,Bowler,1000000,UNSOLD,NONE,2017
Varun Khanna,Indian,Bowler,1000000,UNSOLD,NONE,2017
Shaurya Sanandia,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Veer Pratap Singh,Indian,Bowler,1000000,UNSOLD,NONE,2017
Manjeet Kumar Chaudhary,Indian,Bowler,1000000,UNSOLD,NONE,2017
Hardik Sethi,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Tanveer Ulhaq,Indian,Bowler,1000000,UNSOLD,NONE,2017
Ishwar Chaudhary,Indian,Bowler,1000000,UNSOLD,NONE,2017
Azhar Shaikh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Cheepurupalli Stephen,Indian,Bowler,1000000,UNSOLD,NONE,2017
K Vignesh,Indian,Bowler,1000000,UNSOLD,NONE,2017
Rajwinder Singh,Indian,Bowler,1000000,UNSOLD,NONE,2017
A. Aswin Crist,Indian,Bowler,1000000,UNSOLD,NONE,2017
Yuvraj Chudasama,Indian,Bowler,1000000,UNSOLD,NONE,2017
Deepak Dalal,Indian,Bowler,1000000,UNSOLD,NONE,2017
Vijay Gohil,Indian,Bowler,1000000,UNSOLD,NONE,2017
Pritam Das,Indian,Bowler,1000000,UNSOLD,NONE,2017
Rahul Kanojia,Indian,Bowler,1000000,UNSOLD,NONE,2017
Nikit Dhumal,Indian,Bowler,1000000,UNSOLD,NONE,2017
R. Sai Kishore,Indian,Bowler,1000000,UNSOLD,NONE,2017
Shakti Malviya,Indian,Bowler,1000000,UNSOLD,NONE,2017
M. Ravi Kiran,Indian,Bowler,1000000,UNSOLD,NONE,2017
Rahil S Shah,Indian,Bowler,1000000,UNSOLD,NONE,2017
Prasidh Krishna,Indian,Bowler,1000000,UNSOLD,NONE,2017
Siddarth Trivedi,Indian,Bowler,1000000,UNSOLD,NONE,2017
Paidakalva Vijay Kumar,Indian,Bowler,1000000,UNSOLD,NONE,2017
Dhruv Shorey,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Chandra Pal Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Kaushal Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Diwesh Pathania,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Shishir Bhavane,Indian,Batsman,1000000,UNSOLD,NONE,2017
Umar Nazir Mir,Indian,Bowler,1000000,UNSOLD,NONE,2017
Arjit Gupta,Indian,Batsman,1000000,UNSOLD,NONE,2017
Khalid Ahmad,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Pramod Chandila,Indian,Batsman,1000000,UNSOLD,NONE,2017
Paras Dogra,Indian,Batsman,1000000,UNSOLD,NONE,2017
Dafedar Khizar Anwar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Aditya Garhwal,Indian,Batsman,1000000,UNSOLD,NONE,2017
Himmat Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
M. D Sarfaraz Ashraf,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Amandeep Khare,Indian,Batsman,1000000,UNSOLD,NONE,2017
Nick Buchanan,Overseas,All-Rounder,1000000,UNSOLD,NONE,2017
Pratyush Kumar,Indian,Batsman,1000000,UNSOLD,NONE,2017
R Samarth,Indian,Batsman,1000000,UNSOLD,NONE,2017
Jaskarandeep Singh Buttar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Himanshu Rana,Indian,Batsman,1000000,UNSOLD,NONE,2017
Writtick Chatterjee,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Vinod Kumar C.V.,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Pawan Suyal,Indian,Bowler,1000000,UNSOLD,NONE,2017
Tanmay Srivastava,Indian,Batsman,1000000,UNSOLD,NONE,2017
Amir Gani,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Kuldeep Hooda,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
D'Arcy Short,Overseas,Batsman,1000000,UNSOLD,NONE,2017
Paul Valthaty,Indian,Batsman,1000000,UNSOLD,NONE,2017
Apoorv Vijay Wankhade,Indian,Batsman,1000000,UNSOLD,NONE,2017
Rituraj Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Akash Bhandari,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Indrajith Baba,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Akhil Arvind Herwadkar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Dharmendrasinh Jadeja,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
M.S. Washington Sundar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Ankit Soni,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Chirag Jani,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Anirudha Ashok Joshi,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Mayank Dagar,Indian,Bowler,1000000,UNSOLD,NONE,2017
Rujul Haren Bhatt,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Amit Verma,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Akshay Karnewar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Varun Sood,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Pankaj Jaswal,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Jay Gokul Bista,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Manisankar Murasingh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Shubham Ranjane,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Vysak V,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Kishore Pramod Kamath,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Hiten Dalal,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Milind Kumar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Parikshit Valsangkar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Suraj Yadav,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Ashok Menaria,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Antony Dhas,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Jonty Sidhu,Indian,Batsman,1000000,UNSOLD,NONE,2017
Amit Mishra,Indian,Bowler,1000000,UNSOLD,NONE,2017
Saurabh Dubey,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Sarabjit Ladda,Indian,Bowler,1000000,UNSOLD,NONE,2017
Ashish Reddy,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Atit Sheth,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Yogesh Nagar,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Amitoze Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Tajendra Singh,Indian,Batsman,1000000,UNSOLD,NONE,2017
Ankit Lamba,Indian,Batsman,1000000,UNSOLD,NONE,2017
Vinay Galetiya,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Biplab Samantray,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Vishnu Solanki,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Amit Pachhara,Indian,Batsman,1000000,UNSOLD,NONE,2017
Virat Singh,Indian,Batsman,1000000,UNSOLD,NONE,2017
Shubham Mavi,Indian,Bowler,1000000,UNSOLD,NONE,2017
M Mohammed,Indian,Bowler,1000000,UNSOLD,NONE,2017
M. Kaushik Gandhi,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Akshay Wakhare,Indian,Bowler,1000000,UNSOLD,NONE,2017
Sarthak Ranjan,Indian,Batsman,1000000,UNSOLD,NONE,2017
Ponam Ponia,Indian,Bowler,1000000,UNSOLD,NONE,2017
Prashant Chopra,Indian,Batsman,1000000,UNSOLD,NONE,2017
Ananta Saha,Indian,Bowler,1000000,UNSOLD,NONE,2017
Nikhil Gangta,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Chandrakant Sakure,Indian,Bowler,1000000,UNSOLD,NONE,2017
C.M. Gautam,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Kumar Deobrat,Indian,Batsman,1000000,UNSOLD,NONE,2017
Rassie Van der Dussen,Overseas,Batsman,1000000,UNSOLD,NONE,2017
Anupam Amrut Sanklecha,Indian,Bowler,1000000,UNSOLD,NONE,2017
Vikash Singh,Indian,Bowler,1000000,UNSOLD,NONE,2017
Arindam Ghosh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Pavan Deshpande,Indian,Batsman,1000000,UNSOLD,NONE,2017
K.B Arun Karthik,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Baltej Singh,Indian,Bowler,1000000,UNSOLD,NONE,2017
Nishan Singh,Indian,Bowler,1000000,UNSOLD,NONE,2017
Pradeep T,Indian,Bowler,1000000,UNSOLD,NONE,2017
Shamsher Yadav,Indian,Batsman,1000000,UNSOLD,NONE,2017
Rajesh Bishnoi Sr.,Indian,Batsman,1000000,UNSOLD,NONE,2017
Karanveer Singh,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Manik Gupta,Indian,Bowler,1000000,UNSOLD,NONE,2017
Vijay Rajendra Jethi,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Shubek Gill,Indian,Bowler,1000000,UNSOLD,NONE,2017
Gitansh Khera,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Chaitanya Bishnoi,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Monu Kumar,Indian,Bowler,1000000,UNSOLD,NONE,2017
Mahesh Rawat,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Kshitiz Sharma,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Fabid Farook Ahmed,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Ian Dev Singh Chauhan,Indian,Wicket Keeper,1000000,UNSOLD,NONE,2017
Subodh Bhati,Indian,All-Rounder,1000000,UNSOLD,NONE,2017
Christiaan Jonker,Overseas,All-Rounder,1000000,UNSOLD,NONE,2017
Pawan Negi,Indian,All-Rounder,85000000,SOLD,Delhi Daredevils,2016
Christopher Morris,Overseas,All-Rounder,70000000,SOLD,Delhi Daredevils,2016
Sanju Samson,Indian,Wicket Keeper,42000000,SOLD,Delhi Daredevils,2016
Carlos Brathwaite,Overseas,All-Rounder,42000000,SOLD,Delhi Daredevils,2016
Karun Nair,Indian,Batsman,40000000,SOLD,Delhi Daredevils,2016
Rishabh Pant,Indian,Wicket Keeper,19000000,SOLD,Delhi Daredevils,2016
Joel Paris,Overseas,Bowler,3000000,SOLD,Delhi Daredevils,2016
Sam Billings,Overseas,Wicket Keeper,3000000,SOLD,Delhi Daredevils,2016
